# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 554455153411
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0x87ff07aeb8dc06d9                          -      -            
     0.00%     0.00%  [.] 0xb67cac67ddad86ce                          -      -            
     0.00%     0.00%  [.] 0x94f8816f1c1ccb15                          -      -            
     0.00%     0.00%  [.] 0xfe16ff165f51b91c                          -      -            
     0.00%     0.00%  [.] 0x6bdefd9c368c563c                          -      -            
     0.00%     0.00%  [.] 0x4c6c7b88944decb1                          -      -            
     0.00%     0.00%  [.] 0x43b2082766fb89b5                          -      -            
     0.00%     0.00%  [.] 0x9913cb5b0a94d81e                          -      -            
     0.00%     0.00%  [.] 0x9f8a1d3061cee458                          -      -            
     0.00%     0.00%  [.] 0xdde2bb3551fa472e                          -      -            
     0.00%     0.00%  [.] 0x2606dde8cc931c7a                          -      -            
     0.00%     0.00%  [.] 0x38a504ea202ea8ef                          -      -            
     0.00%     0.00%  [.] 0x4169d51ff8f726bb                          -      -            
     0.00%     0.00%  [.] 0x19949ad3c587198c                          -      -            
     0.00%     0.00%  [.] 0x30334d56993cc39e                          -      -            
     0.00%     0.00%  [.] 0xbde240f5c2c2f08f                          -      -            
     0.00%     0.00%  [.] 0x5c54ee173a9c1433                          -      -            
     0.00%     0.00%  [.] 0x6df7fd0a6620a6f5                          -      -            
     0.00%     0.00%  [.] 0xf17afd6826a4d5de                          -      -            
     0.00%     0.00%  [.] 0x226e0fdccf99ffee                          -      -            
     0.00%     0.00%  [.] 0xe93fd393ced76cf7                          -      -            
     0.00%     0.00%  [.] 0x79b9e42a751b2f92                          -      -            
     0.00%     0.00%  [.] 0xf11e8324e1e8ec0a                          -      -            
     0.00%     0.00%  [.] 0x48e281c50f748f23                          -      -            
     0.00%     0.00%  [.] 0x27674b5eef309207                          -      -            
     0.00%     0.00%  [.] 0x37e97554076c704c                          -      -            
     0.00%     0.00%  [k] __hrtimer_start_range_ns                    -      -            
     0.00%     0.00%  [k] hrtimer_start_range_ns                      -      -            
     0.00%     0.00%  [.] 0xe4ce4e3c241bfea2                          -      -            
     0.00%     0.00%  [.] 0x99f48d20da875796                          -      -            
     0.00%     0.00%  [.] 0x04158978a9f4884a                          -      -            
     0.00%     0.00%  [.] 0x83a178aed691ec23                          -      -            
     0.00%     0.00%  [.] 0xd84ea35b1a1e12a2                          -      -            
     0.00%     0.00%  [.] 0x517120ccee77f1df                          -      -            
     0.00%     0.00%  [.] 0x49bcc34093baa2a8                          -      -            
     0.00%     0.00%  [.] 0x0f0cd8b24bc3a4ef                          -      -            
     0.00%     0.00%  [.] 0xc2fd236d288e9eeb                          -      -            
     0.00%     0.00%  [.] 0x009a9a15e639c139                          -      -            
     0.00%     0.00%  [.] 0xd80d81b9d7b297b5                          -      -            
     0.00%     0.00%  [.] 0xbf88ad299e3f996d                          -      -            
     0.00%     0.00%  [.] 0x19b8504724bd267f                          -      -            
     0.00%     0.00%  [.] 0xb9f69dc103b6d20b                          -      -            
     0.00%     0.00%  [.] 0xe5c2be88bec725df                          -      -            
     0.00%     0.00%  [.] 0x9ddeb9264faa8428                          -      -            
     0.00%     0.00%  [.] 0xb1e94fec1fbbfac6                          -      -            
     0.00%     0.00%  [.] 0x0ffcfad7e986e0aa                          -      -            
     0.00%     0.00%  [.] 0x0c7bbf1146042b76                          -      -            
     0.00%     0.00%  [.] 0xe4647c4792b866c1                          -      -            
     0.00%     0.00%  [.] 0x4b1ce1a8154cd077                          -      -            
     0.00%     0.00%  [.] 0xcb9f08ad211fc025                          -      -            
     0.00%     0.00%  [.] 0x00000000059a6000                          -      -            
     0.00%     0.00%  [.] 0x5c5ff2705ab237d2                          -      -            
     0.00%     0.00%  [.] 0xd04c4a657ece7423                          -      -            
     0.00%     0.00%  [.] 0x8cab0d8bb69b081b                          -      -            
     0.00%     0.00%  [.] 0x3a519725bdd43dda                          -      -            
     0.00%     0.00%  [.] 0xaf45a19af9a5b7c7                          -      -            
     0.00%     0.00%  [.] 0xf4dc6edf8d6ac3d8                          -      -            
     0.00%     0.00%  [.] 0xc598a6d4b73790df                          -      -            
     0.00%     0.00%  [.] 0xd3272de09765c6be                          -      -            
     0.00%     0.00%  [.] 0x000f8cc924d64fcb                          -      -            
     0.00%     0.00%  [.] 0x4039f53e79623be8                          -      -            
     0.00%     0.00%  [.] 0xedabc573ae474c32                          -      -            
     0.00%     0.00%  [.] 0x90020532c4593ca1                          -      -            
     0.00%     0.00%  [.] 0x6f4f76d0fe583889                          -      -            
     0.00%     0.00%  [.] 0x49bbd5d5f16884d5                          -      -            
     0.00%     0.00%  [.] 0x7459992d6c687474                          -      -            
     0.00%     0.00%  [.] 0xd29eb74eca0794eb                          -      -            
     0.00%     0.00%  [.] 0xb14b4b9a38c741b7                          -      -            
     0.00%     0.00%  [.] 0xc4682beb839b8300                          -      -            
     0.00%     0.00%  [.] 0x17fba827d582313a                          -      -            
     0.00%     0.00%  [.] 0xba60d8009ad51f08                          -      -            
     0.00%     0.00%  [.] 0x98f8c1c42c28001a                          -      -            
     0.00%     0.00%  [.] 0x79c8a7e6b3abc2b5                          -      -            
     0.00%     0.00%  [.] 0xa2df2d531a54b1f8                          -      -            
     0.00%     0.00%  [.] 0x61af97e0fbea03d8                          -      -            
     0.00%     0.00%  [.] 0x64b41432e8fde556                          -      -            
     0.00%     0.00%  [.] 0x76d8cce58cdedd3c                          -      -            
     0.00%     0.00%  [.] 0xbcc2a1ac9374a582                          -      -            
     0.00%     0.00%  [.] 0x4f73db620cce1667                          -      -            
     0.00%     0.00%  [.] 0x232f27bdd4d832ea                          -      -            
     0.00%     0.00%  [.] 0x77ec7609a2006a74                          -      -            
     0.00%     0.00%  [.] 0xe261e5c4bce18f1d                          -      -            
     0.00%     0.00%  [.] 0xf1e6ee590755b918                          -      -            
     0.00%     0.00%  [.] 0x7bdfed51c06f8a58                          -      -            
     0.00%     0.00%  [.] 0x2e37b8a2925cf3ac                          -      -            
     0.00%     0.00%  [.] 0xd46ef44cf1e4491d                          -      -            
     0.00%     0.00%  [.] 0x4c0a2954c711f364                          -      -            
     0.00%     0.00%  [.] 0x90bc848cfeb60e10                          -      -            
     0.00%     0.00%  [.] 0xd51fcc97e4287361                          -      -            
     0.00%     0.00%  [.] 0x93a3d2c1ef96a370                          -      -            
     0.00%     0.00%  [.] 0xd655391861a6a624                          -      -            
     0.00%     0.00%  [.] 0x5ce43cd1d05d9776                          -      -            
     0.00%     0.00%  [.] 0x4e176ccecfa56b78                          -      -            
     0.00%     0.00%  [.] 0xabd7e12d913e5ff0                          -      -            
     0.00%     0.00%  [.] 0xb7c36431631740e3                          -      -            
